unique_id,ds,y
bank_calls,2003-03-03 18:35:00,130.0
bank_calls,2003-03-03 18:40:00,127.0
bank_calls,2003-03-03 18:45:00,134.0
bank_calls,2003-03-03 18:50:00,124.0
bank_calls,2003-03-03 18:55:00,123.0
bank_calls,2003-03-03 19:00:00,120.0
bank_calls,2003-03-03 19:05:00,123.0
bank_calls,2003-03-03 19:10:00,110.0
bank_calls,2003-03-03 19:15:00,121.0
bank_calls,2003-03-03 19:20:00,118.0
bank_calls,2003-03-03 19:25:00,127.0
bank_calls,2003-03-03 19:30:00,116.0
bank_calls,2003-03-03 19:35:00,106.0
bank_calls,2003-03-03 19:40:00,102.0
bank_calls,2003-03-03 19:45:00,78.0
bank_calls,2003-03-03 19:50:00,108.0
bank_calls,2003-03-03 19:55:00,109.0
bank_calls,2003-03-03 20:00:00,119.0
bank_calls,2003-03-03 20:05:00,98.0
bank_calls,2003-03-03 20:10:00,99.0
bank_calls,2003-03-03 20:15:00,79.0
bank_calls,2003-03-03 20:20:00,86.0
bank_calls,2003-03-03 20:25:00,84.0
bank_calls,2003-03-03 20:30:00,87.0
bank_calls,2003-03-03 20:35:00,83.0
bank_calls,2003-03-03 20:40:00,93.0
bank_calls,2003-03-03 20:45:00,82.0
bank_calls,2003-03-03 20:50:00,86.0
bank_calls,2003-03-03 20:55:00,78.0
bank_calls,2003-03-03 21:00:00,79.0
bank_calls,2003-03-04 07:00:00,108.0
bank_calls,2003-03-04 07:05:00,83.0
bank_calls,2003-03-04 07:10:00,74.0
bank_calls,2003-03-04 07:15:00,67.0
bank_calls,2003-03-04 07:20:00,67.0
bank_calls,2003-03-04 07:25:00,65.0
bank_calls,2003-03-04 07:30:00,82.0
bank_calls,2003-03-04 07:35:00,91.0
bank_calls,2003-03-04 07:40:00,96.0
bank_calls,2003-03-04 07:45:00,84.0
bank_calls,2003-03-04 07:50:00,115.0
bank_calls,2003-03-04 07:55:00,113.0
bank_calls,2003-03-04 08:00:00,138.0
bank_calls,2003-03-04 08:05:00,122.0
bank_calls,2003-03-04 08:10:00,139.0
bank_calls,2003-03-04 08:15:00,166.0
bank_calls,2003-03-04 08:20:00,158.0
bank_calls,2003-03-04 08:25:00,154.0
bank_calls,2003-03-04 08:30:00,171.0
bank_calls,2003-03-04 08:35:00,174.0
bank_calls,2003-03-04 08:40:00,183.0
bank_calls,2003-03-04 08:45:00,206.0
bank_calls,2003-03-04 08:50:00,236.0
bank_calls,2003-03-04 08:55:00,193.0
bank_calls,2003-03-04 09:00:00,281.0
bank_calls,2003-03-04 09:05:00,282.0
bank_calls,2003-03-04 09:10:00,304.0
bank_calls,2003-03-04 09:15:00,292.0
bank_calls,2003-03-04 09:20:00,284.0
bank_calls,2003-03-04 09:25:00,297.0
bank_calls,2003-03-04 09:30:00,341.0
bank_calls,2003-03-04 09:35:00,309.0
bank_calls,2003-03-04 09:40:00,321.0
bank_calls,2003-03-04 09:45:00,315.0
bank_calls,2003-03-04 09:50:00,333.0
bank_calls,2003-03-04 09:55:00,313.0
bank_calls,2003-03-04 10:00:00,327.0
bank_calls,2003-03-04 10:05:00,341.0
bank_calls,2003-03-04 10:10:00,331.0
bank_calls,2003-03-04 10:15:00,299.0
bank_calls,2003-03-04 10:20:00,304.0
bank_calls,2003-03-04 10:25:00,316.0
bank_calls,2003-03-04 10:30:00,308.0
bank_calls,2003-03-04 10:35:00,305.0
bank_calls,2003-03-04 10:40:00,307.0
bank_calls,2003-03-04 10:45:00,296.0
bank_calls,2003-03-04 10:50:00,314.0
bank_calls,2003-03-04 10:55:00,306.0
bank_calls,2003-03-04 11:00:00,326.0
bank_calls,2003-03-04 11:05:00,281.0
bank_calls,2003-03-04 11:10:00,282.0
bank_calls,2003-03-04 11:15:00,296.0
bank_calls,2003-03-04 11:20:00,293.0
bank_calls,2003-03-04 11:25:00,309.0
bank_calls,2003-03-04 11:30:00,312.0
bank_calls,2003-03-04 11:35:00,323.0
bank_calls,2003-03-04 11:40:00,289.0
bank_calls,2003-03-04 11:45:00,259.0
bank_calls,2003-03-04 11:50:00,255.0
bank_calls,2003-03-04 11:55:00,301.0
bank_calls,2003-03-04 12:00:00,285.0
bank_calls,2003-03-04 12:05:00,273.0
bank_calls,2003-03-04 12:10:00,283.0
bank_calls,2003-03-04 12:15:00,280.0
bank_calls,2003-03-04 12:20:00,320.0
bank_calls,2003-03-04 12:25:00,276.0
bank_calls,2003-03-04 12:30:00,323.0
bank_calls,2003-03-04 12:35:00,261.0
bank_calls,2003-03-04 12:40:00,293.0
bank_calls,2003-03-04 12:45:00,261.0
bank_calls,2003-03-04 12:50:00,263.0
bank_calls,2003-03-04 12:55:00,263.0
bank_calls,2003-03-04 13:00:00,258.0
bank_calls,2003-03-04 13:05:00,263.0
bank_calls,2003-03-04 13:10:00,260.0
bank_calls,2003-03-04 13:15:00,283.0
bank_calls,2003-03-04 13:20:00,230.0
bank_calls,2003-03-04 13:25:00,252.0
bank_calls,2003-03-04 13:30:00,251.0
bank_calls,2003-03-04 13:35:00,276.0
bank_calls,2003-03-04 13:40:00,267.0
bank_calls,2003-03-04 13:45:00,283.0
bank_calls,2003-03-04 13:50:00,273.0
bank_calls,2003-03-04 13:55:00,268.0
bank_calls,2003-03-04 14:00:00,259.0
bank_calls,2003-03-04 14:05:00,243.0
bank_calls,2003-03-04 14:10:00,268.0
bank_calls,2003-03-04 14:15:00,257.0
bank_calls,2003-03-04 14:20:00,248.0
bank_calls,2003-03-04 14:25:00,265.0
bank_calls,2003-03-04 14:30:00,267.0
bank_calls,2003-03-04 14:35:00,232.0
bank_calls,2003-03-04 14:40:00,248.0
bank_calls,2003-03-04 14:45:00,258.0
bank_calls,2003-03-04 14:50:00,266.0
bank_calls,2003-03-04 14:55:00,267.0
bank_calls,2003-03-04 15:00:00,273.0
bank_calls,2003-03-04 15:05:00,271.0
bank_calls,2003-03-04 15:10:00,284.0
bank_calls,2003-03-04 15:15:00,248.0
bank_calls,2003-03-04 15:20:00,249.0
bank_calls,2003-03-04 15:25:00,278.0
bank_calls,2003-03-04 15:30:00,249.0
bank_calls,2003-03-04 15:35:00,249.0
bank_calls,2003-03-04 15:40:00,253.0
bank_calls,2003-03-04 15:45:00,236.0
bank_calls,2003-03-04 15:50:00,239.0
bank_calls,2003-03-04 15:55:00,270.0
bank_calls,2003-03-04 16:00:00,250.0
bank_calls,2003-03-04 16:05:00,213.0
bank_calls,2003-03-04 16:10:00,258.0
bank_calls,2003-03-04 16:15:00,235.0
bank_calls,2003-03-04 16:20:00,212.0
bank_calls,2003-03-04 16:25:00,207.0
bank_calls,2003-03-04 16:30:00,207.0
bank_calls,2003-03-04 16:35:00,209.0
bank_calls,2003-03-04 16:40:00,201.0
bank_calls,2003-03-04 16:45:00,216.0
bank_calls,2003-03-04 16:50:00,180.0
bank_calls,2003-03-04 16:55:00,214.0
bank_calls,2003-03-04 17:00:00,176.0
bank_calls,2003-03-04 17:05:00,165.0
bank_calls,2003-03-04 17:10:00,175.0
bank_calls,2003-03-04 17:15:00,160.0
bank_calls,2003-03-04 17:20:00,151.0
bank_calls,2003-03-04 17:25:00,186.0
bank_calls,2003-03-04 17:30:00,182.0
bank_calls,2003-03-04 17:35:00,158.0
bank_calls,2003-03-04 17:40:00,163.0
bank_calls,2003-03-04 17:45:00,139.0
bank_calls,2003-03-04 17:50:00,139.0
bank_calls,2003-03-04 17:55:00,138.0
bank_calls,2003-03-04 18:00:00,124.0
bank_calls,2003-03-04 18:05:00,121.0
bank_calls,2003-03-04 18:10:00,137.0
bank_calls,2003-03-04 18:15:00,146.0
bank_calls,2003-03-04 18:20:00,131.0
bank_calls,2003-03-04 18:25:00,106.0
bank_calls,2003-03-04 18:30:00,122.0
bank_calls,2003-03-04 18:35:00,119.0
bank_calls,2003-03-04 18:40:00,104.0
bank_calls,2003-03-04 18:45:00,100.0
bank_calls,2003-03-04 18:50:00,112.0
bank_calls,2003-03-04 18:55:00,129.0
bank_calls,2003-03-04 19:00:00,122.0
bank_calls,2003-03-04 19:05:00,93.0
bank_calls,2003-03-04 19:10:00,100.0
bank_calls,2003-03-04 19:15:00,106.0
bank_calls,2003-03-04 19:20:00,102.0
bank_calls,2003-03-04 19:25:00,125.0
bank_calls,2003-03-04 19:30:00,93.0
bank_calls,2003-03-04 19:35:00,89.0
bank_calls,2003-03-04 19:40:00,109.0
bank_calls,2003-03-04 19:45:00,101.0
bank_calls,2003-03-04 19:50:00,90.0
bank_calls,2003-03-04 19:55:00,99.0
bank_calls,2003-03-04 20:00:00,103.0
bank_calls,2003-03-04 20:05:00,80.0
bank_calls,2003-03-04 20:10:00,92.0
bank_calls,2003-03-04 20:15:00,80.0
bank_calls,2003-03-04 20:20:00,80.0
bank_calls,2003-03-04 20:25:00,77.0
bank_calls,2003-03-04 20:30:00,80.0
bank_calls,2003-03-04 20:35:00,71.0
bank_calls,2003-03-04 20:40:00,74.0
bank_calls,2003-03-04 20:45:00,75.0
bank_calls,2003-03-04 20:50:00,63.0
bank_calls,2003-03-04 20:55:00,66.0
bank_calls,2003-03-04 21:00:00,61.0
bank_calls,2003-03-05 07:00:00,88.0
bank_calls,2003-03-05 07:05:00,67.0
bank_calls,2003-03-05 07:10:00,63.0
bank_calls,2003-03-05 07:15:00,64.0
bank_calls,2003-03-05 07:20:00,74.0
bank_calls,2003-03-05 07:25:00,77.0
bank_calls,2003-03-05 07:30:00,63.0
bank_calls,2003-03-05 07:35:00,85.0
bank_calls,2003-03-05 07:40:00,78.0
bank_calls,2003-03-05 07:45:00,87.0
bank_calls,2003-03-05 07:50:00,89.0
bank_calls,2003-03-05 07:55:00,111.0
bank_calls,2003-03-05 08:00:00,111.0
bank_calls,2003-03-05 08:05:00,120.0
bank_calls,2003-03-05 08:10:00,132.0
bank_calls,2003-03-05 08:15:00,133.0
bank_calls,2003-03-05 08:20:00,145.0
bank_calls,2003-03-05 08:25:00,159.0
bank_calls,2003-03-05 08:30:00,147.0
bank_calls,2003-03-05 08:35:00,176.0
bank_calls,2003-03-05 08:40:00,154.0
bank_calls,2003-03-05 08:45:00,193.0
bank_calls,2003-03-05 08:50:00,188.0
bank_calls,2003-03-05 08:55:00,184.0
bank_calls,2003-03-05 09:00:00,182.0
bank_calls,2003-03-05 09:05:00,232.0
bank_calls,2003-03-05 09:10:00,252.0
bank_calls,2003-03-05 09:15:00,233.0
bank_calls,2003-03-05 09:20:00,272.0
bank_calls,2003-03-05 09:25:00,267.0
bank_calls,2003-03-05 09:30:00,273.0
bank_calls,2003-03-05 09:35:00,272.0
bank_calls,2003-03-05 09:40:00,267.0
bank_calls,2003-03-05 09:45:00,248.0
bank_calls,2003-03-05 09:50:00,275.0
bank_calls,2003-03-05 09:55:00,266.0
bank_calls,2003-03-05 10:00:00,273.0
bank_calls,2003-03-05 10:05:00,289.0
bank_calls,2003-03-05 10:10:00,304.0
bank_calls,2003-03-05 10:15:00,286.0
bank_calls,2003-03-05 10:20:00,279.0
bank_calls,2003-03-05 10:25:00,281.0
bank_calls,2003-03-05 10:30:00,280.0
bank_calls,2003-03-05 10:35:00,289.0
bank_calls,2003-03-05 10:40:00,273.0
bank_calls,2003-03-05 10:45:00,269.0
bank_calls,2003-03-05 10:50:00,276.0
bank_calls,2003-03-05 10:55:00,288.0
bank_calls,2003-03-05 11:00:00,262.0
bank_calls,2003-03-05 11:05:00,273.0
bank_calls,2003-03-05 11:10:00,276.0
bank_calls,2003-03-05 11:15:00,274.0
bank_calls,2003-03-05 11:20:00,288.0
bank_calls,2003-03-05 11:25:00,273.0
bank_calls,2003-03-05 11:30:00,255.0
bank_calls,2003-03-05 11:35:00,273.0
bank_calls,2003-03-05 11:40:00,255.0
bank_calls,2003-03-05 11:45:00,243.0
bank_calls,2003-03-05 11:50:00,249.0
bank_calls,2003-03-05 11:55:00,283.0
bank_calls,2003-03-05 12:00:00,273.0
bank_calls,2003-03-05 12:05:00,269.0
bank_calls,2003-03-05 12:10:00,276.0
bank_calls,2003-03-05 12:15:00,245.0
bank_calls,2003-03-05 12:20:00,275.0
bank_calls,2003-03-05 12:25:00,235.0
bank_calls,2003-03-05 12:30:00,260.0
bank_calls,2003-03-05 12:35:00,235.0
bank_calls,2003-03-05 12:40:00,262.0
bank_calls,2003-03-05 12:45:00,237.0
bank_calls,2003-03-05 12:50:00,267.0
bank_calls,2003-03-05 12:55:00,275.0
bank_calls,2003-03-05 13:00:00,261.0
bank_calls,2003-03-05 13:05:00,229.0
bank_calls,2003-03-05 13:10:00,242.0
bank_calls,2003-03-05 13:15:00,240.0
bank_calls,2003-03-05 13:20:00,274.0
bank_calls,2003-03-05 13:25:00,262.0
bank_calls,2003-03-05 13:30:00,252.0
bank_calls,2003-03-05 13:35:00,250.0
bank_calls,2003-03-05 13:40:00,234.0
bank_calls,2003-03-05 13:45:00,231.0
bank_calls,2003-03-05 13:50:00,253.0
bank_calls,2003-03-05 13:55:00,246.0
bank_calls,2003-03-05 14:00:00,249.0
bank_calls,2003-03-05 14:05:00,257.0
bank_calls,2003-03-05 14:10:00,241.0
bank_calls,2003-03-05 14:15:00,235.0
bank_calls,2003-03-05 14:20:00,256.0
bank_calls,2003-03-05 14:25:00,254.0
bank_calls,2003-03-05 14:30:00,243.0
bank_calls,2003-03-05 14:35:00,247.0
bank_calls,2003-03-05 14:40:00,236.0
bank_calls,2003-03-05 14:45:00,250.0
bank_calls,2003-03-05 14:50:00,228.0
bank_calls,2003-03-05 14:55:00,253.0
bank_calls,2003-03-05 15:00:00,258.0
bank_calls,2003-03-05 15:05:00,226.0
bank_calls,2003-03-05 15:10:00,228.0
bank_calls,2003-03-05 15:15:00,234.0
bank_calls,2003-03-05 15:20:00,241.0
bank_calls,2003-03-05 15:25:00,218.0
bank_calls,2003-03-05 15:30:00,264.0
bank_calls,2003-03-05 15:35:00,242.0
bank_calls,2003-03-05 15:40:00,214.0
bank_calls,2003-03-05 15:45:00,234.0
bank_calls,2003-03-05 15:50:00,241.0
bank_calls,2003-03-05 15:55:00,225.0
bank_calls,2003-03-05 16:00:00,210.0
bank_calls,2003-03-05 16:05:00,217.0
bank_calls,2003-03-05 16:10:00,209.0
bank_calls,2003-03-05 16:15:00,251.0
bank_calls,2003-03-05 16:20:00,212.0
bank_calls,2003-03-05 16:25:00,220.0
bank_calls,2003-03-05 16:30:00,207.0
bank_calls,2003-03-05 16:35:00,173.0
bank_calls,2003-03-05 16:40:00,203.0
bank_calls,2003-03-05 16:45:00,213.0
bank_calls,2003-03-05 16:50:00,170.0
bank_calls,2003-03-05 16:55:00,177.0
bank_calls,2003-03-05 17:00:00,172.0
bank_calls,2003-03-05 17:05:00,170.0
bank_calls,2003-03-05 17:10:00,163.0
bank_calls,2003-03-05 17:15:00,153.0
bank_calls,2003-03-05 17:20:00,160.0
bank_calls,2003-03-05 17:25:00,165.0
bank_calls,2003-03-05 17:30:00,152.0
bank_calls,2003-03-05 17:35:00,157.0
bank_calls,2003-03-05 17:40:00,132.0
bank_calls,2003-03-05 17:45:00,153.0
bank_calls,2003-03-05 17:50:00,149.0
bank_calls,2003-03-05 17:55:00,155.0
bank_calls,2003-03-05 18:00:00,118.0
bank_calls,2003-03-05 18:05:00,123.0
bank_calls,2003-03-05 18:10:00,123.0
bank_calls,2003-03-05 18:15:00,120.0
bank_calls,2003-03-05 18:20:00,123.0
bank_calls,2003-03-05 18:25:00,128.0
bank_calls,2003-03-05 18:30:00,103.0
bank_calls,2003-03-05 18:35:00,117.0
bank_calls,2003-03-05 18:40:00,86.0
bank_calls,2003-03-05 18:45:00,89.0
bank_calls,2003-03-05 18:50:00,97.0
bank_calls,2003-03-05 18:55:00,90.0
bank_calls,2003-03-05 19:00:00,101.0
bank_calls,2003-03-05 19:05:00,110.0
bank_calls,2003-03-05 19:10:00,98.0
bank_calls,2003-03-05 19:15:00,78.0
bank_calls,2003-03-05 19:20:00,89.0
bank_calls,2003-03-05 19:25:00,107.0
bank_calls,2003-03-05 19:30:00,74.0
bank_calls,2003-03-05 19:35:00,100.0
bank_calls,2003-03-05 19:40:00,110.0
bank_calls,2003-03-05 19:45:00,96.0
bank_calls,2003-03-05 19:50:00,80.0
bank_calls,2003-03-05 19:55:00,86.0
bank_calls,2003-03-05 20:00:00,90.0
bank_calls,2003-03-05 20:05:00,81.0
bank_calls,2003-03-05 20:10:00,80.0
bank_calls,2003-03-05 20:15:00,73.0
bank_calls,2003-03-05 20:20:00,76.0
bank_calls,2003-03-05 20:25:00,57.0
bank_calls,2003-03-05 20:30:00,82.0
bank_calls,2003-03-05 20:35:00,78.0
bank_calls,2003-03-05 20:40:00,91.0
bank_calls,2003-03-05 20:45:00,68.0
bank_calls,2003-03-05 20:50:00,61.0
bank_calls,2003-03-05 20:55:00,61.0
bank_calls,2003-03-05 21:00:00,77.0
bank_calls,2003-03-06 07:00:00,82.0
bank_calls,2003-03-06 07:05:00,69.0
bank_calls,2003-03-06 07:10:00,69.0
bank_calls,2003-03-06 07:15:00,61.0
bank_calls,2003-03-06 07:20:00,61.0
bank_calls,2003-03-06 07:25:00,55.0
bank_calls,2003-03-06 07:30:00,72.0
bank_calls,2003-03-06 07:35:00,59.0
bank_calls,2003-03-06 07:40:00,89.0
bank_calls,2003-03-06 07:45:00,75.0
bank_calls,2003-03-06 07:50:00,80.0
bank_calls,2003-03-06 07:55:00,89.0
bank_calls,2003-03-06 08:00:00,113.0
bank_calls,2003-03-06 08:05:00,114.0
bank_calls,2003-03-06 08:10:00,108.0
bank_calls,2003-03-06 08:15:00,124.0
bank_calls,2003-03-06 08:20:00,133.0
bank_calls,2003-03-06 08:25:00,120.0
bank_calls,2003-03-06 08:30:00,158.0
bank_calls,2003-03-06 08:35:00,149.0
bank_calls,2003-03-06 08:40:00,161.0
bank_calls,2003-03-06 08:45:00,161.0
bank_calls,2003-03-06 08:50:00,165.0
bank_calls,2003-03-06 08:55:00,187.0
bank_calls,2003-03-06 09:00:00,219.0
bank_calls,2003-03-06 09:05:00,236.0
bank_calls,2003-03-06 09:10:00,251.0
bank_calls,2003-03-06 09:15:00,233.0
bank_calls,2003-03-06 09:20:00,217.0
bank_calls,2003-03-06 09:25:00,272.0
bank_calls,2003-03-06 09:30:00,276.0
bank_calls,2003-03-06 09:35:00,257.0
bank_calls,2003-03-06 09:40:00,250.0
bank_calls,2003-03-06 09:45:00,299.0
bank_calls,2003-03-06 09:50:00,279.0
bank_calls,2003-03-06 09:55:00,261.0
bank_calls,2003-03-06 10:00:00,292.0
bank_calls,2003-03-06 10:05:00,262.0
bank_calls,2003-03-06 10:10:00,308.0
bank_calls,2003-03-06 10:15:00,245.0
bank_calls,2003-03-06 10:20:00,262.0
bank_calls,2003-03-06 10:25:00,263.0
bank_calls,2003-03-06 10:30:00,248.0
bank_calls,2003-03-06 10:35:00,264.0
bank_calls,2003-03-06 10:40:00,260.0
bank_calls,2003-03-06 10:45:00,248.0
bank_calls,2003-03-06 10:50:00,258.0
bank_calls,2003-03-06 10:55:00,253.0
bank_calls,2003-03-06 11:00:00,265.0
bank_calls,2003-03-06 11:05:00,265.0
bank_calls,2003-03-06 11:10:00,284.0
bank_calls,2003-03-06 11:15:00,258.0
bank_calls,2003-03-06 11:20:00,278.0
bank_calls,2003-03-06 11:25:00,286.0
bank_calls,2003-03-06 11:30:00,310.0
bank_calls,2003-03-06 11:35:00,279.0
bank_calls,2003-03-06 11:40:00,249.0
bank_calls,2003-03-06 11:45:00,251.0
bank_calls,2003-03-06 11:50:00,221.0
bank_calls,2003-03-06 11:55:00,258.0
bank_calls,2003-03-06 12:00:00,239.0
bank_calls,2003-03-06 12:05:00,225.0
bank_calls,2003-03-06 12:10:00,247.0
bank_calls,2003-03-06 12:15:00,244.0
bank_calls,2003-03-06 12:20:00,260.0
bank_calls,2003-03-06 12:25:00,254.0
bank_calls,2003-03-06 12:30:00,239.0
bank_calls,2003-03-06 12:35:00,235.0
bank_calls,2003-03-06 12:40:00,224.0
bank_calls,2003-03-06 12:45:00,206.0
bank_calls,2003-03-06 12:50:00,223.0
bank_calls,2003-03-06 12:55:00,232.0
bank_calls,2003-03-06 13:00:00,241.0
bank_calls,2003-03-06 13:05:00,254.0
bank_calls,2003-03-06 13:10:00,262.0
bank_calls,2003-03-06 13:15:00,260.0
bank_calls,2003-03-06 13:20:00,226.0
bank_calls,2003-03-06 13:25:00,238.0
bank_calls,2003-03-06 13:30:00,247.0
bank_calls,2003-03-06 13:35:00,245.0
bank_calls,2003-03-06 13:40:00,240.0
bank_calls,2003-03-06 13:45:00,241.0
bank_calls,2003-03-06 13:50:00,259.0
bank_calls,2003-03-06 13:55:00,246.0
bank_calls,2003-03-06 14:00:00,240.0
bank_calls,2003-03-06 14:05:00,244.0
bank_calls,2003-03-06 14:10:00,229.0
bank_calls,2003-03-06 14:15:00,229.0
bank_calls,2003-03-06 14:20:00,237.0
bank_calls,2003-03-06 14:25:00,236.0
bank_calls,2003-03-06 14:30:00,246.0
bank_calls,2003-03-06 14:35:00,250.0
bank_calls,2003-03-06 14:40:00,247.0
bank_calls,2003-03-06 14:45:00,228.0
bank_calls,2003-03-06 14:50:00,237.0
bank_calls,2003-03-06 14:55:00,221.0
bank_calls,2003-03-06 15:00:00,252.0
bank_calls,2003-03-06 15:05:00,237.0
bank_calls,2003-03-06 15:10:00,230.0
bank_calls,2003-03-06 15:15:00,235.0
