unique_id,ds,y,Exogenous1,Exogenous2,day_0,day_1,day_2,day_3,day_4,day_5,day_6
NP,2018-10-18 03:00:00,40.04,35197.0,796.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 04:00:00,40.67,35921.0,1057.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 05:00:00,42.33,38072.0,1163.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 06:00:00,42.89,42062.0,1193.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 07:00:00,46.73,45435.0,1283.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 08:00:00,47.29,46332.0,1314.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 09:00:00,47.26,46420.0,1348.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 10:00:00,46.89,46400.0,1477.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 11:00:00,44.98,46022.0,1687.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 12:00:00,44.59,45505.0,1769.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 13:00:00,43.95,45170.0,1649.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 14:00:00,43.34,44954.0,1520.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 15:00:00,42.97,44849.0,1423.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 16:00:00,42.9,45115.0,1339.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 17:00:00,44.16,45975.0,1175.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 18:00:00,44.89,46685.0,1111.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 19:00:00,45.66,46589.0,1077.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 20:00:00,43.0,45284.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 21:00:00,42.32,43814.0,826.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 22:00:00,41.45,41764.0,636.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-18 23:00:00,39.89,39261.0,510.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NP,2018-10-19 00:00:00,39.84,37627.0,541.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 01:00:00,39.57,36819.0,467.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 02:00:00,38.82,36635.0,364.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 03:00:00,39.11,36766.0,296.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 04:00:00,40.01,37402.0,267.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 05:00:00,41.58,39669.0,271.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 06:00:00,44.25,43732.0,272.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 07:00:00,44.72,47132.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 08:00:00,46.03,48048.0,261.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 09:00:00,46.5,48073.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 10:00:00,46.58,47901.0,247.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 11:00:00,45.66,47060.0,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 12:00:00,44.59,46164.0,399.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 13:00:00,44.05,45406.0,464.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 14:00:00,43.76,44754.0,457.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 15:00:00,43.37,44388.0,447.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 16:00:00,43.96,44699.0,419.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 17:00:00,45.37,45566.0,383.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 18:00:00,46.54,46195.0,428.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 19:00:00,46.11,45785.0,505.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 20:00:00,43.87,44144.0,556.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 21:00:00,42.51,42727.0,579.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 22:00:00,41.78,41031.0,643.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-19 23:00:00,41.37,39100.0,751.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NP,2018-10-20 00:00:00,41.56,37711.0,858.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 01:00:00,41.23,36986.0,998.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 02:00:00,40.98,36500.0,1142.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 03:00:00,40.47,36383.0,1253.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 04:00:00,40.6,36592.0,1319.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 05:00:00,41.16,37275.0,1393.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 06:00:00,41.26,38196.0,1524.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 07:00:00,41.39,39466.0,1569.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 08:00:00,41.75,41056.0,1514.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 09:00:00,42.43,42521.0,1431.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 10:00:00,42.94,43066.0,1370.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 11:00:00,42.57,42859.0,1406.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 12:00:00,41.85,42357.0,1440.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 13:00:00,41.53,41875.0,1473.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 14:00:00,41.43,41473.0,1531.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 15:00:00,41.5,41492.0,1526.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 16:00:00,41.71,42114.0,1496.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 17:00:00,44.37,43654.0,1214.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 18:00:00,45.86,44795.0,1022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 19:00:00,45.15,44175.0,868.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 20:00:00,43.41,42665.0,750.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 21:00:00,42.99,41636.0,667.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 22:00:00,41.97,40504.0,596.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-20 23:00:00,40.77,39201.0,563.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NP,2018-10-21 00:00:00,42.57,37971.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 01:00:00,42.11,37099.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 02:00:00,40.53,36371.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 03:00:00,39.43,36447.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 04:00:00,39.38,36549.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 05:00:00,40.0,36917.0,809.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 06:00:00,39.78,37537.0,910.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 07:00:00,39.29,38334.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 08:00:00,40.71,39721.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 09:00:00,41.95,41043.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 10:00:00,42.13,41888.0,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 11:00:00,42.13,41840.0,1422.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 12:00:00,41.81,41449.0,1674.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 13:00:00,40.71,41098.0,1844.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 14:00:00,39.82,40979.0,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 15:00:00,39.48,41157.0,2163.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 16:00:00,40.05,41910.0,2386.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 17:00:00,42.07,43223.0,2429.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 18:00:00,42.47,44091.0,2643.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 19:00:00,42.28,43623.0,2821.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 20:00:00,41.57,42270.0,2867.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 21:00:00,40.4,41309.0,2804.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 22:00:00,38.32,39611.0,2697.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-21 23:00:00,35.08,37672.0,2614.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NP,2018-10-22 00:00:00,24.82,35702.0,2667.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 01:00:00,20.99,35162.0,2666.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 02:00:00,19.95,35117.0,2736.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 03:00:00,21.11,35359.0,2845.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 04:00:00,25.26,36200.0,2836.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 05:00:00,39.17,38733.0,2834.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 06:00:00,42.0,43379.0,2884.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 07:00:00,43.81,47144.0,2850.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 08:00:00,44.49,48060.0,2796.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 09:00:00,44.32,48045.0,2833.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 10:00:00,43.85,48095.0,2979.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 11:00:00,43.19,47618.0,3369.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 12:00:00,42.75,47030.0,3707.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 13:00:00,42.23,46702.0,3742.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 14:00:00,41.69,46537.0,3656.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 15:00:00,41.8,46614.0,3549.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 16:00:00,42.25,46948.0,3472.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 17:00:00,43.45,48085.0,3213.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 18:00:00,44.09,48744.0,3174.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 19:00:00,43.79,48367.0,3220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 20:00:00,42.64,46811.0,3431.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 21:00:00,41.54,45221.0,3617.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 22:00:00,39.35,43059.0,3784.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-22 23:00:00,34.58,40552.0,3899.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 00:00:00,30.36,38691.0,4441.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 01:00:00,17.38,37975.0,4479.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 02:00:00,12.1,37773.0,4452.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 03:00:00,12.97,37882.0,4507.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 04:00:00,22.0,38430.0,4454.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 05:00:00,34.8,40571.0,4376.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 06:00:00,41.66,44599.0,4344.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 07:00:00,44.0,48038.0,4255.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 08:00:00,44.21,48735.0,4173.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 09:00:00,43.57,48613.0,4125.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 10:00:00,43.28,48447.0,4152.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 11:00:00,42.79,48071.0,4395.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 12:00:00,41.76,47550.0,4552.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 13:00:00,41.32,47266.0,4481.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 14:00:00,41.43,46982.0,4414.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 15:00:00,40.93,47045.0,4474.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 16:00:00,40.57,47462.0,4684.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 17:00:00,41.55,48491.0,4505.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 18:00:00,42.1,49052.0,4540.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 19:00:00,41.78,48635.0,4498.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 20:00:00,40.25,47180.0,4543.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 21:00:00,38.29,45972.0,4435.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 22:00:00,35.88,44024.0,4346.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-23 23:00:00,30.02,41679.0,4215.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NP,2018-10-24 00:00:00,29.79,40022.0,4533.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 01:00:00,29.78,39367.0,4388.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 02:00:00,27.4,39183.0,4211.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 03:00:00,29.04,39310.0,4175.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 04:00:00,29.77,39960.0,4031.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 05:00:00,38.34,42092.0,3880.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 06:00:00,42.75,45999.0,3688.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 07:00:00,45.45,49210.0,3432.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 08:00:00,46.22,49791.0,3139.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 09:00:00,46.75,49485.0,2848.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 10:00:00,46.75,49254.0,2662.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 11:00:00,46.35,48884.0,2765.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 12:00:00,45.93,48277.0,2861.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 13:00:00,45.67,47797.0,2793.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 14:00:00,45.46,47457.0,2739.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 15:00:00,45.14,47604.0,2808.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 16:00:00,45.52,47889.0,2918.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 17:00:00,46.1,48743.0,2649.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 18:00:00,46.63,49492.0,2549.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 19:00:00,46.74,49071.0,2441.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 20:00:00,45.53,47657.0,2470.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 21:00:00,44.4,46402.0,2738.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 22:00:00,42.87,44419.0,2997.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-24 23:00:00,41.19,41948.0,3125.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NP,2018-10-25 00:00:00,40.95,40345.0,4197.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
