ds,unique_id,y,Holiday
2012-01-02 23:30:00,Demand,5045.223022,True
2012-01-03 00:00:00,Demand,5066.210046,False
2012-01-03 00:30:00,Demand,4850.603026,False
2012-01-03 01:00:00,Demand,4552.951902,False
2012-01-03 01:30:00,Demand,4345.78895,False
2012-01-03 02:00:00,Demand,4518.874248,False
2012-01-03 02:30:00,Demand,4326.124732,False
2012-01-03 03:00:00,Demand,4095.6258,False
2012-01-03 03:30:00,Demand,3959.46101,False
2012-01-03 04:00:00,Demand,3896.461212,False
2012-01-03 04:30:00,Demand,3863.83613,False
2012-01-03 05:00:00,Demand,3913.937564,False
2012-01-03 05:30:00,Demand,4000.222246,False
2012-01-03 06:00:00,Demand,4167.29749,False
2012-01-03 06:30:00,Demand,4369.865872,False
2012-01-03 07:00:00,Demand,4717.27074,False
2012-01-03 07:30:00,Demand,5041.621366,False
2012-01-03 08:00:00,Demand,5281.011174,False
2012-01-03 08:30:00,Demand,5636.488804,False
2012-01-03 09:00:00,Demand,5969.598262,False
2012-01-03 09:30:00,Demand,6067.696156,False
2012-01-03 10:00:00,Demand,6276.943506,False
2012-01-03 10:30:00,Demand,6480.466768,False
2012-01-03 11:00:00,Demand,6632.24885,False
2012-01-03 11:30:00,Demand,6766.72423,False
2012-01-03 12:00:00,Demand,6896.623702,False
2012-01-03 12:30:00,Demand,7000.039926,False
2012-01-03 13:00:00,Demand,7057.821348,False
2012-01-03 13:30:00,Demand,7065.063654,False
2012-01-03 14:00:00,Demand,7052.804398,False
2012-01-03 14:30:00,Demand,7065.234214,False
2012-01-03 15:00:00,Demand,7024.425002,False
2012-01-03 15:30:00,Demand,6916.37764,False
2012-01-03 16:00:00,Demand,6862.57045,False
2012-01-03 16:30:00,Demand,6836.889562,False
2012-01-03 17:00:00,Demand,6730.440842,False
2012-01-03 17:30:00,Demand,6595.39653,False
2012-01-03 18:00:00,Demand,6314.105592,False
2012-01-03 18:30:00,Demand,6138.758068,False
2012-01-03 19:00:00,Demand,5902.226836,False
2012-01-03 19:30:00,Demand,5714.647036,False
2012-01-03 20:00:00,Demand,5571.70647,False
2012-01-03 20:30:00,Demand,5519.851526,False
2012-01-03 21:00:00,Demand,5496.262416,False
2012-01-03 21:30:00,Demand,5361.060328,False
2012-01-03 22:00:00,Demand,5121.240736,False
2012-01-03 22:30:00,Demand,4861.97937,False
2012-01-03 23:00:00,Demand,4665.505604,False
2012-01-03 23:30:00,Demand,4530.244054,False
2012-01-04 00:00:00,Demand,4627.984918,False
2012-01-04 00:30:00,Demand,4477.836132,False
2012-01-04 01:00:00,Demand,4239.666714,False
2012-01-04 01:30:00,Demand,4097.383494,False
2012-01-04 02:00:00,Demand,4301.180492,False
2012-01-04 02:30:00,Demand,4145.86091,False
2012-01-04 03:00:00,Demand,3960.443976,False
2012-01-04 03:30:00,Demand,3841.300698,False
2012-01-04 04:00:00,Demand,3826.275298,False
2012-01-04 04:30:00,Demand,3815.03216,False
2012-01-04 05:00:00,Demand,3849.333684,False
2012-01-04 05:30:00,Demand,3935.795124,False
2012-01-04 06:00:00,Demand,4124.915516,False
2012-01-04 06:30:00,Demand,4327.688324,False
2012-01-04 07:00:00,Demand,4616.383644,False
2012-01-04 07:30:00,Demand,4786.440046,False
2012-01-04 08:00:00,Demand,4854.704056,False
2012-01-04 08:30:00,Demand,4963.660464,False
2012-01-04 09:00:00,Demand,5055.489378,False
2012-01-04 09:30:00,Demand,5106.787658,False
2012-01-04 10:00:00,Demand,5141.362306,False
2012-01-04 10:30:00,Demand,5159.556046,False
2012-01-04 11:00:00,Demand,5180.591858,False
2012-01-04 11:30:00,Demand,5189.698874,False
2012-01-04 12:00:00,Demand,5197.312244,False
2012-01-04 12:30:00,Demand,5203.675002,False
2012-01-04 13:00:00,Demand,5155.38957,False
2012-01-04 13:30:00,Demand,5154.86859,False
2012-01-04 14:00:00,Demand,5170.255898,False
2012-01-04 14:30:00,Demand,5165.918724,False
2012-01-04 15:00:00,Demand,5164.563428,False
2012-01-04 15:30:00,Demand,5167.27171,False
2012-01-04 16:00:00,Demand,5191.586616,False
2012-01-04 16:30:00,Demand,5214.629556,False
2012-01-04 17:00:00,Demand,5188.452174,False
2012-01-04 17:30:00,Demand,5097.662706,False
2012-01-04 18:00:00,Demand,4941.823666,False
2012-01-04 18:30:00,Demand,4826.839466,False
2012-01-04 19:00:00,Demand,4680.562396,False
2012-01-04 19:30:00,Demand,4552.329648,False
2012-01-04 20:00:00,Demand,4446.603772,False
2012-01-04 20:30:00,Demand,4417.471748,False
2012-01-04 21:00:00,Demand,4478.384724,False
2012-01-04 21:30:00,Demand,4414.568822,False
2012-01-04 22:00:00,Demand,4269.923674,False
2012-01-04 22:30:00,Demand,4085.492248,False
2012-01-04 23:00:00,Demand,4004.150438,False
2012-01-04 23:30:00,Demand,3927.178344,False
2012-01-05 00:00:00,Demand,4092.50741,False
2012-01-05 00:30:00,Demand,3996.702786,False
2012-01-05 01:00:00,Demand,3775.088782,False
2012-01-05 01:30:00,Demand,3642.914964,False
2012-01-05 02:00:00,Demand,3850.640442,False
2012-01-05 02:30:00,Demand,3739.192658,False
2012-01-05 03:00:00,Demand,3584.486962,False
2012-01-05 03:30:00,Demand,3499.721568,False
2012-01-05 04:00:00,Demand,3465.805722,False
2012-01-05 04:30:00,Demand,3455.17625,False
2012-01-05 05:00:00,Demand,3520.899298,False
2012-01-05 05:30:00,Demand,3609.77474,False
2012-01-05 06:00:00,Demand,3743.166538,False
2012-01-05 06:30:00,Demand,3919.57763,False
2012-01-05 07:00:00,Demand,4157.364956,False
2012-01-05 07:30:00,Demand,4373.184036,False
2012-01-05 08:00:00,Demand,4425.799964,False
2012-01-05 08:30:00,Demand,4542.8448,False
2012-01-05 09:00:00,Demand,4656.368096,False
2012-01-05 09:30:00,Demand,4721.613626,False
2012-01-05 10:00:00,Demand,4756.484144,False
2012-01-05 10:30:00,Demand,4775.855678,False
2012-01-05 11:00:00,Demand,4818.889642,False
2012-01-05 11:30:00,Demand,4867.944998,False
2012-01-05 12:00:00,Demand,4893.110196,False
2012-01-05 12:30:00,Demand,4919.172668,False
2012-01-05 13:00:00,Demand,4929.861102,False
2012-01-05 13:30:00,Demand,4943.022058,False
2012-01-05 14:00:00,Demand,4951.878822,False
2012-01-05 14:30:00,Demand,4958.713226,False
2012-01-05 15:00:00,Demand,4962.013992,False
2012-01-05 15:30:00,Demand,4969.927378,False
2012-01-05 16:00:00,Demand,5004.736856,False
2012-01-05 16:30:00,Demand,5039.266408,False
2012-01-05 17:00:00,Demand,5029.525222,False
2012-01-05 17:30:00,Demand,5022.073858,False
2012-01-05 18:00:00,Demand,4902.884824,False
2012-01-05 18:30:00,Demand,4793.944556,False
2012-01-05 19:00:00,Demand,4659.459928,False
2012-01-05 19:30:00,Demand,4554.239416,False
2012-01-05 20:00:00,Demand,4464.332428,False
2012-01-05 20:30:00,Demand,4447.36924,False
2012-01-05 21:00:00,Demand,4473.595072,False
2012-01-05 21:30:00,Demand,4401.611194,False
2012-01-05 22:00:00,Demand,4244.622794,False
2012-01-05 22:30:00,Demand,4076.635622,False
2012-01-05 23:00:00,Demand,4003.076174,False
2012-01-05 23:30:00,Demand,3948.161412,False
2012-01-06 00:00:00,Demand,4117.448494,False
2012-01-06 00:30:00,Demand,4007.497724,False
2012-01-06 01:00:00,Demand,3793.87757,False
2012-01-06 01:30:00,Demand,3668.730772,False
2012-01-06 02:00:00,Demand,3904.674192,False
2012-01-06 02:30:00,Demand,3812.0662,False
2012-01-06 03:00:00,Demand,3667.342282,False
2012-01-06 03:30:00,Demand,3542.544348,False
2012-01-06 04:00:00,Demand,3484.54597,False
2012-01-06 04:30:00,Demand,3473.872136,False
2012-01-06 05:00:00,Demand,3538.29865,False
2012-01-06 05:30:00,Demand,3571.898656,False
2012-01-06 06:00:00,Demand,3726.019246,False
2012-01-06 06:30:00,Demand,3940.046942,False
2012-01-06 07:00:00,Demand,4177.688986,False
2012-01-06 07:30:00,Demand,4383.38953,False
2012-01-06 08:00:00,Demand,4439.8521,False
2012-01-06 08:30:00,Demand,4587.06281,False
2012-01-06 09:00:00,Demand,4688.27488,False
2012-01-06 09:30:00,Demand,4734.658622,False
2012-01-06 10:00:00,Demand,4752.297188,False
2012-01-06 10:30:00,Demand,4774.270166,False
2012-01-06 11:00:00,Demand,4803.550016,False
2012-01-06 11:30:00,Demand,4829.310162,False
2012-01-06 12:00:00,Demand,4868.966308,False
2012-01-06 12:30:00,Demand,4879.779728,False
2012-01-06 13:00:00,Demand,4886.41556,False
2012-01-06 13:30:00,Demand,4907.210852,False
2012-01-06 14:00:00,Demand,4922.285006,False
2012-01-06 14:30:00,Demand,4926.716028,False
2012-01-06 15:00:00,Demand,4934.85411,False
2012-01-06 15:30:00,Demand,4965.765304,False
2012-01-06 16:00:00,Demand,5012.71116,False
2012-01-06 16:30:00,Demand,5035.688934,False
2012-01-06 17:00:00,Demand,5017.387056,False
2012-01-06 17:30:00,Demand,4988.854918,False
2012-01-06 18:00:00,Demand,4858.849556,False
2012-01-06 18:30:00,Demand,4750.66113,False
2012-01-06 19:00:00,Demand,4623.912654,False
2012-01-06 19:30:00,Demand,4531.132222,False
2012-01-06 20:00:00,Demand,4443.381798,False
2012-01-06 20:30:00,Demand,4456.918108,False
2012-01-06 21:00:00,Demand,4449.948072,False
2012-01-06 21:30:00,Demand,4326.82932,False
2012-01-06 22:00:00,Demand,4175.287148,False
2012-01-06 22:30:00,Demand,4017.519192,False
2012-01-06 23:00:00,Demand,3950.147042,False
2012-01-06 23:30:00,Demand,3896.101072,False
2012-01-07 00:00:00,Demand,4079.086614,False
2012-01-07 00:30:00,Demand,3986.451236,False
2012-01-07 01:00:00,Demand,3785.873588,False
2012-01-07 01:30:00,Demand,3630.989608,False
2012-01-07 02:00:00,Demand,3841.368486,False
2012-01-07 02:30:00,Demand,3725.551352,False
2012-01-07 03:00:00,Demand,3598.953896,False
2012-01-07 03:30:00,Demand,3493.56353,False
2012-01-07 04:00:00,Demand,3451.930244,False
2012-01-07 04:30:00,Demand,3439.819628,False
2012-01-07 05:00:00,Demand,3440.54558,False
2012-01-07 05:30:00,Demand,3434.10897,False
2012-01-07 06:00:00,Demand,3458.346366,False
2012-01-07 06:30:00,Demand,3525.619728,False
2012-01-07 07:00:00,Demand,3667.060914,False
2012-01-07 07:30:00,Demand,3827.666018,False
2012-01-07 08:00:00,Demand,3919.12875,False
2012-01-07 08:30:00,Demand,4082.787328,False
2012-01-07 09:00:00,Demand,4237.514376,False
2012-01-07 09:30:00,Demand,4322.305884,False
2012-01-07 10:00:00,Demand,4429.296904,False
2012-01-07 10:30:00,Demand,4500.563164,False
2012-01-07 11:00:00,Demand,4561.299334,False
2012-01-07 11:30:00,Demand,4591.495024,False
2012-01-07 12:00:00,Demand,4596.065968,False
2012-01-07 12:30:00,Demand,4617.5561,False
2012-01-07 13:00:00,Demand,4661.32121,False
2012-01-07 13:30:00,Demand,4675.566234,False
2012-01-07 14:00:00,Demand,4682.358706,False
2012-01-07 14:30:00,Demand,4721.723138,False
2012-01-07 15:00:00,Demand,4764.634124,False
2012-01-07 15:30:00,Demand,4788.090416,False
2012-01-07 16:00:00,Demand,4815.80409,False
2012-01-07 16:30:00,Demand,4864.602216,False
2012-01-07 17:00:00,Demand,4845.936224,False
2012-01-07 17:30:00,Demand,4834.166818,False
2012-01-07 18:00:00,Demand,4773.972256,False
2012-01-07 18:30:00,Demand,4698.623186,False
2012-01-07 19:00:00,Demand,4585.46062,False
2012-01-07 19:30:00,Demand,4490.74271,False
2012-01-07 20:00:00,Demand,4390.321916,False
2012-01-07 20:30:00,Demand,4423.098236,False
2012-01-07 21:00:00,Demand,4432.820734,False
2012-01-07 21:30:00,Demand,4352.21056,False
2012-01-07 22:00:00,Demand,4245.589862,False
2012-01-07 22:30:00,Demand,4142.156188,False
2012-01-07 23:00:00,Demand,4070.875086,False
2012-01-07 23:30:00,Demand,4021.279808,False
2012-01-08 00:00:00,Demand,4158.36348,False
2012-01-08 00:30:00,Demand,4057.875502,False
2012-01-08 01:00:00,Demand,3847.944814,False
2012-01-08 01:30:00,Demand,3678.146058,False
2012-01-08 02:00:00,Demand,3866.218622,False
2012-01-08 02:30:00,Demand,3717.721672,False
2012-01-08 03:00:00,Demand,3572.492736,False
2012-01-08 03:30:00,Demand,3484.82832,False
2012-01-08 04:00:00,Demand,3393.202342,False
2012-01-08 04:30:00,Demand,3347.344632,False
2012-01-08 05:00:00,Demand,3362.477928,False
2012-01-08 05:30:00,Demand,3359.717928,False
2012-01-08 06:00:00,Demand,3418.53205,False
2012-01-08 06:30:00,Demand,3451.643822,False
2012-01-08 07:00:00,Demand,3572.627024,False
2012-01-08 07:30:00,Demand,3684.934106,False
2012-01-08 08:00:00,Demand,3728.634838,False
2012-01-08 08:30:00,Demand,3867.633854,False
2012-01-08 09:00:00,Demand,3977.730592,False
2012-01-08 09:30:00,Demand,4087.153056,False
2012-01-08 10:00:00,Demand,4181.761574,False
2012-01-08 10:30:00,Demand,4228.514584,False
2012-01-08 11:00:00,Demand,4266.949568,False
2012-01-08 11:30:00,Demand,4310.31618,False
2012-01-08 12:00:00,Demand,4350.296632,False
2012-01-08 12:30:00,Demand,4373.490066,False
2012-01-08 13:00:00,Demand,4388.624322,False
2012-01-08 13:30:00,Demand,4386.456332,False
2012-01-08 14:00:00,Demand,4375.872586,False
2012-01-08 14:30:00,Demand,4397.394658,False
2012-01-08 15:00:00,Demand,4419.915442,False
2012-01-08 15:30:00,Demand,4456.945998,False
2012-01-08 16:00:00,Demand,4450.284556,False
2012-01-08 16:30:00,Demand,4448.77904,False
2012-01-08 17:00:00,Demand,4434.291354,False
2012-01-08 17:30:00,Demand,4451.733988,False
2012-01-08 18:00:00,Demand,4459.624284,False
2012-01-08 18:30:00,Demand,4405.61701,False
2012-01-08 19:00:00,Demand,4301.143198,False
2012-01-08 19:30:00,Demand,4235.987712,False
2012-01-08 20:00:00,Demand,4207.732792,False
2012-01-08 20:30:00,Demand,4226.646534,False
2012-01-08 21:00:00,Demand,4244.106362,False
2012-01-08 21:30:00,Demand,4182.674164,False
2012-01-08 22:00:00,Demand,4060.258138,False
2012-01-08 22:30:00,Demand,3918.241046,False
2012-01-08 23:00:00,Demand,3829.848884,False
2012-01-08 23:30:00,Demand,3783.80346,False
2012-01-09 00:00:00,Demand,3949.06526,False
2012-01-09 00:30:00,Demand,3845.557054,False
2012-01-09 01:00:00,Demand,3700.851126,False
2012-01-09 01:30:00,Demand,3560.583446,False
2012-01-09 02:00:00,Demand,3787.173282,False
2012-01-09 02:30:00,Demand,3691.808834,False
2012-01-09 03:00:00,Demand,3521.39149,False
2012-01-09 03:30:00,Demand,3395.98144,False
2012-01-09 04:00:00,Demand,3355.985986,False
2012-01-09 04:30:00,Demand,3341.071496,False
2012-01-09 05:00:00,Demand,3439.072152,False
2012-01-09 05:30:00,Demand,3558.273192,False
2012-01-09 06:00:00,Demand,3774.330152,False
2012-01-09 06:30:00,Demand,3973.513224,False
2012-01-09 07:00:00,Demand,4268.144294,False
2012-01-09 07:30:00,Demand,4512.99104,False
2012-01-09 08:00:00,Demand,4592.168378,False
2012-01-09 08:30:00,Demand,4737.210116,False
2012-01-09 09:00:00,Demand,4858.293664,False
2012-01-09 09:30:00,Demand,4913.854288,False
2012-01-09 10:00:00,Demand,4942.056144,False
2012-01-09 10:30:00,Demand,4975.204374,False
2012-01-09 11:00:00,Demand,5023.287016,False
2012-01-09 11:30:00,Demand,5055.998836,False
2012-01-09 12:00:00,Demand,5090.143842,False
2012-01-09 12:30:00,Demand,5090.262784,False
2012-01-09 13:00:00,Demand,5094.98105,False
2012-01-09 13:30:00,Demand,5122.693618,False
2012-01-09 14:00:00,Demand,5111.948964,False
2012-01-09 14:30:00,Demand,5102.08938,False
2012-01-09 15:00:00,Demand,5098.534914,False
2012-01-09 15:30:00,Demand,5118.865572,False
2012-01-09 16:00:00,Demand,5124.729886,False
2012-01-09 16:30:00,Demand,5137.585792,False
2012-01-09 17:00:00,Demand,5147.385798,False
2012-01-09 17:30:00,Demand,5099.015302,False
2012-01-09 18:00:00,Demand,4951.266704,False
2012-01-09 18:30:00,Demand,4846.593104,False
2012-01-09 19:00:00,Demand,4706.189842,False
2012-01-09 19:30:00,Demand,4596.123106,False
2012-01-09 20:00:00,Demand,4503.091378,False
2012-01-09 20:30:00,Demand,4507.909858,False
2012-01-09 21:00:00,Demand,4562.666344,False
2012-01-09 21:30:00,Demand,4496.179492,False
2012-01-09 22:00:00,Demand,4342.80205,False
2012-01-09 22:30:00,Demand,4151.850038,False
2012-01-09 23:00:00,Demand,4047.477538,False
2012-01-09 23:30:00,Demand,3979.720148,False
2012-01-10 00:00:00,Demand,4170.912872,False
2012-01-10 00:30:00,Demand,4069.304714,False
2012-01-10 01:00:00,Demand,3846.99231,False
2012-01-10 01:30:00,Demand,3694.377388,False
2012-01-10 02:00:00,Demand,3943.760666,False
2012-01-10 02:30:00,Demand,3859.40399,False
2012-01-10 03:00:00,Demand,3666.057178,False
2012-01-10 03:30:00,Demand,3537.225326,False
2012-01-10 04:00:00,Demand,3475.287276,False
2012-01-10 04:30:00,Demand,3473.67019,False
2012-01-10 05:00:00,Demand,3559.214994,False
2012-01-10 05:30:00,Demand,3690.096412,False
2012-01-10 06:00:00,Demand,3868.370582,False
2012-01-10 06:30:00,Demand,4069.717344,False
2012-01-10 07:00:00,Demand,4364.340618,False
2012-01-10 07:30:00,Demand,4616.44248,False
2012-01-10 08:00:00,Demand,4676.802504,False
2012-01-10 08:30:00,Demand,4790.954386,False
2012-01-10 09:00:00,Demand,4882.505316,False
2012-01-10 09:30:00,Demand,4910.63753,False
2012-01-10 10:00:00,Demand,4946.801238,False
2012-01-10 10:30:00,Demand,4979.569174,False
2012-01-10 11:00:00,Demand,4977.628896,False
2012-01-10 11:30:00,Demand,5000.321122,False
2012-01-10 12:00:00,Demand,5005.710744,False
2012-01-10 12:30:00,Demand,5007.615266,False
2012-01-10 13:00:00,Demand,4976.489394,False
2012-01-10 13:30:00,Demand,4978.957888,False
2012-01-10 14:00:00,Demand,5016.273914,False
2012-01-10 14:30:00,Demand,5005.992518,False
2012-01-10 15:00:00,Demand,4991.713354,False
2012-01-10 15:30:00,Demand,4998.850812,False
2012-01-10 16:00:00,Demand,5002.462746,False
2012-01-10 16:30:00,Demand,5008.080458,False
2012-01-10 17:00:00,Demand,5029.41748,False
2012-01-10 17:30:00,Demand,5019.981484,False
2012-01-10 18:00:00,Demand,4923.69424,False
2012-01-10 18:30:00,Demand,4811.317072,False
2012-01-10 19:00:00,Demand,4677.77434,False
2012-01-10 19:30:00,Demand,4599.805622,False
2012-01-10 20:00:00,Demand,4573.434048,False
2012-01-10 20:30:00,Demand,4596.945598,False
2012-01-10 21:00:00,Demand,4611.218582,False
2012-01-10 21:30:00,Demand,4514.324944,False
2012-01-10 22:00:00,Demand,4343.012572,False
2012-01-10 22:30:00,Demand,4150.728024,False
2012-01-10 23:00:00,Demand,4069.590904,False
2012-01-10 23:30:00,Demand,4036.62765,False
2012-01-11 00:00:00,Demand,4240.698436,False
2012-01-11 00:30:00,Demand,4136.635086,False
2012-01-11 01:00:00,Demand,3911.397864,False
2012-01-11 01:30:00,Demand,3758.593436,False
2012-01-11 02:00:00,Demand,3979.4068,False
2012-01-11 02:30:00,Demand,3881.320074,False
2012-01-11 03:00:00,Demand,3722.720526,False
2012-01-11 03:30:00,Demand,3594.057632,False
2012-01-11 04:00:00,Demand,3528.973774,False
2012-01-11 04:30:00,Demand,3519.91668,False
2012-01-11 05:00:00,Demand,3576.436214,False
2012-01-11 05:30:00,Demand,3697.369616,False
2012-01-11 06:00:00,Demand,3947.516096,False
2012-01-11 06:30:00,Demand,4189.390806,False
2012-01-11 07:00:00,Demand,4523.852152,False
2012-01-11 07:30:00,Demand,4799.209286,False
2012-01-11 08:00:00,Demand,4872.033238,False
2012-01-11 08:30:00,Demand,4979.508704,False
2012-01-11 09:00:00,Demand,5080.00772,False
2012-01-11 09:30:00,Demand,5094.54223,False
2012-01-11 10:00:00,Demand,5106.864734,False
2012-01-11 10:30:00,Demand,5108.487134,False
2012-01-11 11:00:00,Demand,5125.859582,False
2012-01-11 11:30:00,Demand,5126.816474,False
2012-01-11 12:00:00,Demand,5116.711078,False
2012-01-11 12:30:00,Demand,5090.030292,False
2012-01-11 13:00:00,Demand,5064.144482,False
2012-01-11 13:30:00,Demand,5030.520696,False
2012-01-11 14:00:00,Demand,5010.706522,False
2012-01-11 14:30:00,Demand,4975.029582,False
2012-01-11 15:00:00,Demand,4949.781422,False
2012-01-11 15:30:00,Demand,4945.753104,False
2012-01-11 16:00:00,Demand,4941.413476,False
2012-01-11 16:30:00,Demand,4966.464306,False
2012-01-11 17:00:00,Demand,4979.360696,False
2012-01-11 17:30:00,Demand,4961.1322,False
2012-01-11 18:00:00,Demand,4867.278268,False
2012-01-11 18:30:00,Demand,4776.69687,False
2012-01-11 19:00:00,Demand,4663.941742,False
2012-01-11 19:30:00,Demand,4602.807868,False
2012-01-11 20:00:00,Demand,4544.66067,False
2012-01-11 20:30:00,Demand,4568.467892,False
2012-01-11 21:00:00,Demand,4626.569552,False
2012-01-11 21:30:00,Demand,4560.200796,False
2012-01-11 22:00:00,Demand,4376.364188,False
2012-01-11 22:30:00,Demand,4160.904676,False
2012-01-11 23:00:00,Demand,4048.825146,False
2012-01-11 23:30:00,Demand,4010.66879,False
2012-01-12 00:00:00,Demand,4209.665928,False
2012-01-12 00:30:00,Demand,4117.650572,False
2012-01-12 01:00:00,Demand,3913.39344,False
2012-01-12 01:30:00,Demand,3761.599618,False
2012-01-12 02:00:00,Demand,3991.738152,False
2012-01-12 02:30:00,Demand,3912.671566,False
2012-01-12 03:00:00,Demand,3774.823766,False
2012-01-12 03:30:00,Demand,3663.9765,False
2012-01-12 04:00:00,Demand,3589.067034,False
2012-01-12 04:30:00,Demand,3579.061712,False
2012-01-12 05:00:00,Demand,3631.768318,False
2012-01-12 05:30:00,Demand,3745.8273,False
2012-01-12 06:00:00,Demand,3996.296888,False
2012-01-12 06:30:00,Demand,4225.912676,False
2012-01-12 07:00:00,Demand,4524.307238,False
2012-01-12 07:30:00,Demand,4791.42821,False
2012-01-12 08:00:00,Demand,4845.791988,False
2012-01-12 08:30:00,Demand,4932.292868,False
2012-01-12 09:00:00,Demand,5031.563528,False
2012-01-12 09:30:00,Demand,5054.31091,False
2012-01-12 10:00:00,Demand,5062.91655,False
2012-01-12 10:30:00,Demand,5070.299878,False
2012-01-12 11:00:00,Demand,5069.794668,False
2012-01-12 11:30:00,Demand,5093.755734,False
2012-01-12 12:00:00,Demand,5117.35407,False
2012-01-12 12:30:00,Demand,5133.783774,False
2012-01-12 13:00:00,Demand,5130.095622,False
2012-01-12 13:30:00,Demand,5120.137192,False
2012-01-12 14:00:00,Demand,5098.172746,False
2012-01-12 14:30:00,Demand,5089.548342,False
